,Unnamed: 0,review_id,rating,title,review_date,user_name,review,response_id,dev_response,response_date,lang,title_expanded,review_expanded
1761,254,3095913604,5,Excellent app -,2018-08-21T16:47:15Z,Dmrk8,"Overall simple, with well represented information.
Borders on becoming visually too informative - hope it doesn’t go the way of the weather channel app which is now just way too much info.

Although links to health and science info and updates on state of different situations such as the BC forest fires could be useful.",,,,en,Excellent app -,"Overall simple , with well represented information . 
 Borders on becoming visually too informative - hope it does n’t go the way of the weather channel app which is now just way too much info . 

 Although links to health and science info and updates on state of different situations such as the BC forest fires could be useful ."
1762,554,3095753843,5,Extremely Helpful,2018-08-21T15:56:09Z,Kitsap Tri girl,I found this app when trying to assess the safety of an outside hike with friends! It is very helpful in knowing the quality of the air and precautions to take!,,,,en,Extremely Helpful,I found this app when trying to assess the safety of an outside hike with friends ! It is very helpful in knowing the quality of the air and precautions to take !
1763,217,3095335362,5,Kind of depend on it now,2018-08-21T13:53:00Z,marm0t,"We have had smoke from forest fires drifting over us lately. This app makes it easy to determine how good or bad the air to breathe outside is before you go outside and are exposed to it.  It would be nice if they also provide an iWatch app to pair with the iOS app, as well as provide an “alert” feature when bad AQ days are approaching or real time.",,,,en,Kind of depend on it now,"We have had smoke from forest fires drifting over us lately . This app makes it easy to determine how good or bad the air to breathe outside is before you go outside and are exposed to it .   It would be nice if they also provide an iWatch app to pair with the iOS app , as well as provide an “ alert ” feature when bad air qualiy days are approaching or real time ."
1764,1447,3094511998,5,Very helpful,2018-08-21T10:03:19Z,littleajwoods,I use this every day to ensure my sons safety before playing outside,,,,en,Very helpful,I use this every day to ensure my sons safety before playing outside
1765,1236,3093531470,5,Very helpful,2018-08-21T05:08:09Z,BubblyFan,This has been very helpful during fire season,,,,en,Very helpful,This has been very helpful during fire season
1766,1172,3093394921,5,Good info,2018-08-21T04:17:19Z,Sounderfan74,"Given the horrible smoke in Seattle, I've been using this app quite a bit.",,,,en,Good info,"Given the horrible smoke in Seattle , I 've been using this app quite a bit ."
1767,2481,3092967071,5,Love it!,2018-08-21T01:53:01Z,White crane15,Works great!,,,,en,Love it !,Works great !
1768,606,3092865016,5,Air visual,2018-08-21T01:17:54Z,onyourleft001,"Easy to use, good for my home location, checking remote locations and also pre-vacation check ins on air quality!",,,,en,Air visual,"Easy to use , good for my home location , checking remote locations and also pre - vacation check ins on air quality !"
1769,187,3092730116,5,Love this app! Scientifically based. Very useful!,2018-08-21T00:27:26Z,Metatron32,I love this app! If you explore it you’ll see it has some really wonderful information that helps you understand air-quality and how it’s affected by the winds. I use this app to predict the likelihood of bad air-quality in my area and was able to make travel arrangements that were supported by staying in clean air. A real lifesaver!,,,,en,Love this app ! Scientifically based . Very useful !,I love this app ! If you explore it you ’ll see it has some really wonderful information that helps you understand air - quality and how it ’s affected by the winds . I use this app to predict the likelihood of bad air - quality in my area and was able to make travel arrangements that were supported by staying in clean air . A real lifesaver !
1770,2242,3092195302,5,Great UI,2018-08-20T21:07:58Z,Llllllleooo,Good data source,,,,en,Great UI,Good data source
1771,174,3091918923,5,Love this app!,2018-08-20T19:12:11Z,Sammiedavis,We live where there are wildfires every year that strongly effect our air quality. This app has been so helpful in validating what we already know (its suuuuuuper smoky) and it also helps us know what to expect with the 7 Day Forecast feature.,,,,en,Love this app !,We live where there are wildfires every year that strongly effect our air quality . This app has been so helpful in validating what we already know ( its suuuuuuper smoky ) and it also helps us know what to expect with the 7 Day Forecast feature .
1772,821,3091542829,5,Good info,2018-08-20T16:52:58Z,zphaxe,News sources don’t have this type of information. This is a good app. After learning I’m sensitive to smoke this year. This is a good app to forecast.,,,,en,Good info,News sources do n’t have this type of information . This is a good app . After learning I ’m sensitive to smoke this year . This is a good app to forecast .
1773,285,3091359237,5,Fantastic,2018-08-20T15:57:34Z,Seattle Separation,"It is amazing how this app has had an impact on our household.  I used the app for a year and then with all the fire smoke, decided to purchase a pro.  Needless to say, we had no idea of what little air impacts can do to ones health.  The Pro decide is a lot of fun and it also is a safety feature.  I recommend this product and app to anyone.",,,,en,Fantastic,"It is amazing how this app has had an impact on our household .   I used the app for a year and then with all the fire smoke , decided to purchase a pro .   Needless to say , we had no idea of what little air impacts can do to ones health .   The Pro decide is a lot of fun and it also is a safety feature .   I recommend this product and app to anyone ."
1774,1346,3091042996,5,Does the job...,2018-08-20T14:21:19Z,spiritawake,"It does what it says it does really well, and is nicely designed and laid out...",,,,en,Does the job ...,"It does what it says it does really well , and is nicely designed and laid out ..."
1775,1724,3089539129,5,Easy to read,2018-08-20T07:51:49Z,cher.simmons,Perfect,,,,en,Easy to read,Perfect
1776,370,3089081411,5,Useful information!,2018-08-20T05:41:34Z,Shyteacha,"Information has always been accurate and that’s really helpful for planning ahead, keeping air quality in mind.",,,,en,Useful information !,"Information has always been accurate and that ’s really helpful for planning ahead , keeping air quality in mind ."
1777,740,3088877351,5,Thank you!,2018-08-20T04:28:25Z,Lesliedawn20,So nice to be able to access this information so quickly.,,,,en,Thank you !,So nice to be able to access this information so quickly .
1778,320,3088697143,5,Intriguing information,2018-08-20T03:25:40Z,Reegor,"I've used this for a few months. No episodes of really bad air in that time but nice to see good vs moderate

There are 3 stations within 4 miles, and their numbers often differ. But that is not the fault of this app.",,,,en,Intriguing information,"I 've used this for a few months . No episodes of really bad air in that time but nice to see good vs moderate 

 There are 3 stations within 4 miles , and their numbers often differ . But that is not the fault of this app ."
1779,429,3088553038,5,Outstanding,2018-08-20T02:34:53Z,Redmaxer,"This is my go to app for air-quality readings locally and across the country. With all of the smoke in our area from wildfires, I’m able to plan my outdoor activities by looking at the projections on the app.",,,,en,Outstanding,"This is my go to app for air - quality readings locally and across the country . With all of the smoke in our area from wildfires , I ’m able to plan my outdoor activities by looking at the projections on the app ."
1780,492,3088548468,5,Nice job,2018-08-20T02:33:18Z,Arden.j,Almost no ads and perfectly designed interface! Really makes checking air quality a breeze. Thanks!,,,,en,Nice job,Almost no ads and perfectly designed interface ! Really makes checking air quality a breeze . Thanks !
1781,1601,3088406208,5,Good to have in Beijing,2018-08-20T01:40:06Z,dpij9,Your whole day is decided by how clean or not ... the air is going to be—,,,,en,Good to have in Beijing,Your whole day is decided by how clean or not ... the air is going to be—
1782,629,3087984563,5,Gives me accurate data,2018-08-19T22:40:45Z,ChrisDonner,I have breathing issues. We tend to get smoky summers from first fires and I rely  on this app to help me plan when is safe to go out.,,,,en,Gives me accurate data,I have breathing issues . We tend to get smoky summers from first fires and I rely   on this app to help me plan when is safe to go out .
1783,3082,3086956872,5,Takes rough data and makes it great,2018-08-19T16:04:56Z,CAH721,One of the best apps I've seen to date. Takes the airnow.gov data and puts it into easy to read information. Neat. Clean. And the wind pattern live earth view is absolutely impressive 👌🏻,,,,en,Takes rough data and makes it great,One of the best apps I 've seen to date . Takes the airnow.gov data and puts it into easy to read information . Neat . Clean . And the wind pattern live earth view is absolutely impressive 👌 🏻
1784,2501,3086953497,5,Love it!,2018-08-19T16:03:50Z,eastwind01,Very useful!,,,,en,Love it !,Very useful !
1785,1377,3086483496,5,Fresh air coming,2018-08-19T13:39:07Z,overseas and wherever,This is a really nice little app. Gives me a good idea of the risk breathing “good ole Montana air”.  Time to let the loggers harvest the forest gather than fire.,,,,en,Fresh air coming,This is a really nice little app . Gives me a good idea of the risk breathing “ good ole Montana air ” .   Time to let the loggers harvest the forest gather than fire .
